Dates,Category,Descript,DayOfWeek,PdDistrict
2011-11-18 18:58:00,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT",Friday,CENTRAL
2011-11-18 18:29:00,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Friday,BAYVIEW
2011-11-18 17:52:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,SOUTHERN
2011-11-18 17:22:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Friday,INGLESIDE
2011-11-18 16:46:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Friday,BAYVIEW
2011-11-18 16:46:00,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Friday,BAYVIEW
2011-11-18 16:46:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,BAYVIEW
2011-11-18 15:25:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Friday,SOUTHERN
2011-11-18 14:50:00,DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Friday,SOUTHERN
2011-11-18 14:50:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Friday,SOUTHERN
2011-11-18 14:50:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,SOUTHERN
2011-11-18 13:32:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Friday,BAYVIEW
2011-11-18 07:30:00,DRUG/NARCOTIC,MONEY OFFENSE RELATED TO NARCOTICS TRAFFICKING,Friday,BAYVIEW
2011-11-18 04:05:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,BAYVIEW
2011-11-18 01:55:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,INGLESIDE
2011-11-18 01:55:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,INGLESIDE
2011-11-18 00:55:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Friday,MISSION
2011-11-18 00:55:00,DRUG/NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE,Friday,MISSION
2011-11-17 22:54:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Thursday,NORTHERN
2011-11-17 22:54:00,DRUG/NARCOTIC,TRANSPORTAION OF CONTROLLED SUBSTANCE,Thursday,NORTHERN
2011-11-17 22:02:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Thursday,TENDERLOIN
2011-11-17 22:02:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,TENDERLOIN
2011-11-17 19:39:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,INGLESIDE
2011-11-17 19:39:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,INGLESIDE
2011-11-17 19:25:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,SOUTHERN
2011-11-17 19:25:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,SOUTHERN
2011-11-17 19:07:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,MISSION
2011-11-17 18:16:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,MISSION
2011-11-17 18:04:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,TENDERLOIN
2011-11-17 18:04:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,TENDERLOIN
2011-11-17 17:40:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,MISSION
2011-11-17 17:19:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,BAYVIEW
2011-11-17 15:40:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,MISSION
2011-11-17 14:30:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,MISSION
2011-11-17 13:29:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,SOUTHERN
2011-11-17 13:29:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,SOUTHERN
2011-11-17 12:00:00,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT",Thursday,MISSION
2011-11-17 11:10:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Thursday,TENDERLOIN
2011-11-17 10:51:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,TENDERLOIN
2011-11-17 10:21:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Thursday,TENDERLOIN
2011-11-17 08:30:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,SOUTHERN
2011-11-17 07:36:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,MISSION
2011-11-17 00:44:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,BAYVIEW
2011-11-16 21:38:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TARAVAL
2011-11-16 21:38:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,TARAVAL
2011-11-16 21:30:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,TENDERLOIN
2011-11-16 20:46:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,MISSION
2011-11-16 20:08:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TENDERLOIN
2011-11-16 19:15:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,TENDERLOIN
2011-11-16 11:20:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Wednesday,TENDERLOIN
2011-11-16 10:39:00,DRUG/NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE,Wednesday,MISSION
2011-11-16 10:39:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Wednesday,MISSION
2011-11-16 08:10:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,PARK
2011-11-16 00:33:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Wednesday,NORTHERN
2011-11-16 00:10:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,NORTHERN
2011-11-15 22:31:00,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Tuesday,BAYVIEW
2011-11-15 20:01:00,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Tuesday,TARAVAL
2011-11-15 19:37:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Tuesday,INGLESIDE
2011-11-15 19:37:00,DRUG/NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE,Tuesday,INGLESIDE
2011-11-15 18:20:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,MISSION
2011-11-15 18:13:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN
2011-11-15 18:10:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Tuesday,TENDERLOIN
2011-11-15 17:56:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Tuesday,INGLESIDE
2011-11-15 17:54:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Tuesday,TENDERLOIN
2011-11-15 16:47:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,NORTHERN
2011-11-15 15:30:00,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Tuesday,BAYVIEW
2011-11-15 15:30:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,BAYVIEW
2011-11-15 15:30:00,DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Tuesday,BAYVIEW
2011-11-15 14:30:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,MISSION
2011-11-15 13:45:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,MISSION
2011-11-15 00:38:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN
2011-11-15 00:30:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,SOUTHERN
2011-11-14 23:20:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,MISSION
2011-11-14 23:09:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,MISSION
2011-11-14 22:21:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Monday,TENDERLOIN
2011-11-14 22:00:00,SUICIDE,SUICIDE BY STRANGULATION,Monday,TENDERLOIN
2011-11-14 21:20:00,DRUG/NARCOTIC,TRANSPORTAION OF CONTROLLED SUBSTANCE,Monday,BAYVIEW
2011-11-14 21:20:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Monday,BAYVIEW
2011-11-14 21:00:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,CENTRAL
2011-11-14 21:00:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Monday,CENTRAL
2011-11-14 20:24:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,SOUTHERN
2011-11-14 15:03:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,TARAVAL
2011-11-14 14:39:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,NORTHERN
2011-11-14 13:43:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,MISSION
2011-11-14 13:43:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,MISSION
2011-11-14 11:38:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,MISSION
2011-11-14 11:38:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Monday,MISSION
2011-11-14 11:16:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Monday,MISSION
2011-11-14 09:04:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,MISSION
2011-11-06 23:45:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,NORTHERN
2011-11-06 19:21:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,SOUTHERN
2011-11-06 19:21:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,SOUTHERN
2011-11-06 18:14:00,DRUG/NARCOTIC,POSSESSION OF AMPHETAMINE FOR SALES,Sunday,INGLESIDE
2011-11-06 18:09:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,SOUTHERN
2011-11-06 17:00:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,TENDERLOIN
2011-11-06 16:40:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Sunday,NORTHERN
2011-11-06 16:40:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,NORTHERN
2011-11-06 16:18:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,NORTHERN
2011-11-06 16:18:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,NORTHERN
2011-11-06 16:01:00,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Sunday,SOUTHERN
2011-11-06 16:01:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,SOUTHERN
2011-11-06 15:07:00,DRUG/NARCOTIC,POSSESSION OF OPIATES,Sunday,MISSION
2011-11-06 15:07:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Sunday,MISSION
2011-11-06 14:38:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Sunday,NORTHERN
2011-11-06 11:03:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,MISSION
2011-11-06 07:30:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Sunday,RICHMOND
2011-11-06 05:30:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Sunday,TARAVAL
2011-11-06 05:30:00,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Sunday,TARAVAL
2011-11-06 01:45:00,SUICIDE,ATTEMPTED SUICIDE,Sunday,INGLESIDE
2011-11-06 00:10:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,TENDERLOIN
2011-11-05 23:57:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,MISSION
2011-11-05 23:47:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Saturday,CENTRAL
2011-11-05 23:47:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Saturday,CENTRAL
2011-11-05 23:47:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,CENTRAL
2011-11-05 23:30:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,SOUTHERN
2011-11-05 23:30:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Saturday,SOUTHERN
2011-11-05 22:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,TENDERLOIN
2011-11-05 21:25:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,TENDERLOIN
2011-11-05 15:51:00,SUICIDE,SUICIDE BY STRANGULATION,Saturday,PARK
2011-11-05 03:24:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,MISSION
2011-11-05 03:24:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,MISSION
2011-11-05 02:23:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,SOUTHERN
2011-11-05 02:06:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,TENDERLOIN
2011-11-05 00:01:00,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY COLLECTOR",Saturday,MISSION
2011-11-04 23:02:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,NORTHERN
2011-11-04 22:44:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,INGLESIDE
2011-11-04 20:05:00,DRUG/NARCOTIC,POSSESSION OF METHADONE FOR SALES,Friday,TENDERLOIN
2011-11-04 20:05:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Friday,TENDERLOIN
2011-11-04 20:05:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,TENDERLOIN
2011-11-04 20:03:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Friday,TENDERLOIN
2011-11-04 19:25:00,DRUG/NARCOTIC,SALE OF COCAINE,Friday,TENDERLOIN
2011-11-04 18:34:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,TENDERLOIN
2011-11-04 18:34:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,TENDERLOIN
2011-11-04 18:01:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,TARAVAL
2011-11-04 18:01:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,TARAVAL
2011-11-04 17:00:00,SUICIDE,SUICIDE BY STRANGULATION,Friday,NORTHERN
2011-11-04 14:51:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Friday,MISSION
2011-11-04 14:51:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,MISSION
2011-11-04 14:00:00,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY BROOKERS/AGENTS",Friday,CENTRAL
2011-11-04 13:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,BAYVIEW
2011-11-04 09:51:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,MISSION
2011-11-04 07:15:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Friday,BAYVIEW
2011-11-04 07:15:00,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Friday,BAYVIEW
2011-11-04 02:10:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,NORTHERN
2011-11-04 02:01:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,TENDERLOIN
2011-11-03 22:50:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,NORTHERN
2011-11-03 22:48:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,NORTHERN
2011-11-03 22:48:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,NORTHERN
2011-11-03 21:59:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,TENDERLOIN
2011-11-03 18:40:00,SUICIDE,SUICIDE BY STRANGULATION,Thursday,INGLESIDE
2011-11-03 18:24:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,TENDERLOIN
2011-11-03 17:47:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,SOUTHERN
2011-11-03 17:37:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Thursday,PARK
2011-11-03 17:37:00,DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Thursday,PARK
2011-11-03 17:37:00,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Thursday,PARK
2011-11-03 17:15:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,TENDERLOIN
2011-11-03 16:46:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Thursday,TENDERLOIN
2011-11-03 16:46:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Thursday,TENDERLOIN
2011-11-03 16:08:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,TENDERLOIN
2011-11-03 16:08:00,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Thursday,TENDERLOIN
2011-11-03 14:18:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,PARK
2011-11-03 13:35:00,DRUG/NARCOTIC,SALE OF HEROIN,Thursday,TENDERLOIN
2011-11-03 12:50:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,NORTHERN
2011-11-03 11:04:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,BAYVIEW
2011-11-03 05:01:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,BAYVIEW
2011-11-03 04:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,MISSION
2011-11-03 04:00:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Thursday,MISSION
2011-11-03 04:00:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,MISSION
2011-11-03 03:27:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,TENDERLOIN
2011-11-03 03:27:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,TENDERLOIN
2011-11-03 03:27:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Thursday,TENDERLOIN
2011-11-02 23:09:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,TENDERLOIN
2011-11-02 22:37:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,PARK
2011-11-02 21:48:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,BAYVIEW
2011-11-02 21:48:00,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Wednesday,BAYVIEW
2011-11-02 21:45:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,SOUTHERN
2011-11-02 21:45:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,SOUTHERN
2011-11-02 20:52:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,SOUTHERN
2011-11-02 19:57:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,SOUTHERN
2011-11-02 19:10:00,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Wednesday,TENDERLOIN
2011-11-02 17:30:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Wednesday,PARK
2011-11-02 17:27:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN
2011-11-02 17:27:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN
2011-11-02 16:25:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Wednesday,NORTHERN
2011-11-02 15:21:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Wednesday,TENDERLOIN
2011-11-02 15:04:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN
2011-11-02 14:38:00,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Wednesday,MISSION
2011-11-02 13:35:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,SOUTHERN
2011-11-02 12:58:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,CENTRAL
2011-11-02 09:05:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,NORTHERN
2011-11-02 09:00:00,EMBEZZLEMENT,EMBEZZLED VEHICLE,Wednesday,RICHMOND
2011-11-02 07:57:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,RICHMOND
2011-11-02 07:57:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,RICHMOND
2011-11-02 07:30:00,DRUG/NARCOTIC,MONEY OFFENSE RELATED TO NARCOTICS TRAFFICKING,Wednesday,BAYVIEW
2011-11-02 03:35:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,SOUTHERN
2011-11-02 03:30:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,NORTHERN
2011-11-02 02:36:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,NORTHERN
2011-11-01 23:12:00,DRUG/NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE,Tuesday,NORTHERN
2011-11-01 23:12:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Tuesday,NORTHERN
2011-11-01 21:35:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN
2011-11-01 21:20:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN
2011-11-01 20:55:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Tuesday,BAYVIEW
2011-11-01 20:55:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Tuesday,BAYVIEW
2011-11-01 20:26:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,MISSION
2011-11-01 20:26:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Tuesday,MISSION
2011-11-01 20:11:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,SOUTHERN
2011-11-01 20:11:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,SOUTHERN
2011-11-01 19:50:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Tuesday,TENDERLOIN
2011-11-01 19:50:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Tuesday,TENDERLOIN
2011-11-01 19:50:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Tuesday,TENDERLOIN
2011-11-01 19:13:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Tuesday,PARK
2011-11-01 19:13:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,PARK
2011-11-01 18:55:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Tuesday,PARK
2011-11-01 18:55:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,PARK
2011-11-01 18:10:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,TENDERLOIN
2011-11-01 17:41:00,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Tuesday,INGLESIDE
2011-11-01 17:31:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,SOUTHERN
2011-11-01 17:18:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,SOUTHERN
2011-11-01 17:17:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN
2011-11-01 17:12:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Tuesday,TENDERLOIN
2011-11-01 17:12:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Tuesday,TENDERLOIN
2011-11-01 16:40:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN
2011-11-01 16:38:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Tuesday,PARK
2011-11-01 16:38:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,PARK
2011-11-01 16:06:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN
2011-11-01 15:58:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN
2011-11-01 15:45:00,DRUG/NARCOTIC,SALE OF HEROIN,Tuesday,TENDERLOIN
2011-11-01 15:40:00,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Tuesday,TENDERLOIN
